,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
722,Apartamento,Barra da Tijuca,1,1,1,68,2800.0,1250.0,219.0
723,Apartamento,Jardim Botânico,2,2,1,83,3500.0,1630.0,196.0
725,Apartamento,Leblon,3,2,1,180,9500.0,2804.0,950.0
728,Apartamento,Copacabana,2,1,1,110,4000.0,1010.0,252.0
730,Apartamento,Botafogo,3,0,0,123,3200.0,421.0,182.0
733,Apartamento,Recreio dos Bandeirantes,3,3,1,180,1300.0,1635.0,320.0
736,Apartamento,Barra da Tijuca,3,2,3,120,2800.0,1280.0,360.0
737,Apartamento,Leblon,2,3,1,168,9000.0,2124.0,563.0
742,Apartamento,Barra da Tijuca,1,0,0,71,2100.0,1200.0,220.0
743,Apartamento,Tijuca,2,1,1,81,2350.0,849.0,80.0
744,Apartamento,Jacarepaguá,2,1,1,67,2000.0,636.0,75.0
745,Apartamento,Recreio dos Bandeirantes,3,3,3,200,3900.0,800.0,310.0
746,Apartamento,São Francisco Xavier,3,1,0,90,1900.0,210.0,160.0
747,Apartamento,Lagoa,2,1,1,56,3500.0,1490.0,323.0
749,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1800.0,680.0,100.0
751,Apartamento,Recreio dos Bandeirantes,2,1,1,70,1500.0,737.0,142.0
752,Apartamento,Tijuca,3,0,0,98,1700.0,390.0,93.0
753,Apartamento,Andaraí,2,0,0,66,700.0,900.0,46.0
754,Apartamento,Ipanema,3,2,1,200,6300.0,2200.0,400.0
755,Apartamento,Pechincha,2,1,0,60,900.0,420.0,15.0
757,Apartamento,Vila Valqueire,3,2,1,129,2200.0,755.0,195.0
758,Apartamento,Santa Teresa,2,0,0,65,1400.0,600.0,0.0
760,Apartamento,Gávea,3,1,1,138,7900.0,1900.0,3418.0
762,Apartamento,São Conrado,3,2,1,150,6500.0,1800.0,0.0
764,Apartamento,Jacarepaguá,4,2,2,155,3000.0,1664.0,309.0
765,Apartamento,Ipanema,3,1,0,130,8000.0,2000.0,480.0
766,Apartamento,Botafogo,3,1,1,123,4000.0,1188.0,221.0
768,Apartamento,Cachambi,2,0,0,50,900.0,313.0,0.0
770,Apartamento,Botafogo,1,0,0,38,1300.0,400.0,25.0
772,Apartamento,Tijuca,2,1,0,88,1100.0,693.0,32.0
773,Apartamento,Lins de Vasconcelos,2,0,0,50,900.0,360.0,13.0
774,Apartamento,Recreio dos Bandeirantes,3,1,1,80,1700.0,900.0,195.0
776,Apartamento,Copacabana,1,0,0,36,1700.0,632.0,69.0
777,Apartamento,Campo Grande,2,1,0,70,750.0,330.0,0.0
780,Apartamento,Freguesia (Jacarepaguá),1,1,0,49,850.0,590.0,37.0
783,Apartamento,Copacabana,1,0,0,37,2200.0,555.0,70.0
784,Apartamento,Ipanema,3,1,1,126,6000.0,1667.0,590.0
785,Apartamento,Gávea,2,1,0,63,3300.0,650.0,0.0
786,Apartamento,Barra da Tijuca,2,1,0,74,2100.0,750.0,0.0
788,Apartamento,Barra da Tijuca,2,1,1,70,2300.0,1000.0,80.0
790,Apartamento,Barra da Tijuca,4,2,1,330,9000.0,3100.0,1085.0
791,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1800.0,560.0,0.0
794,Apartamento,Flamengo,3,0,1,110,3800.0,659.0,146.0
795,Apartamento,Botafogo,3,1,1,102,5100.0,1300.0,342.0
796,Apartamento,Glória,1,0,0,28,1500.0,250.0,0.0
797,Apartamento,Barra da Tijuca,2,2,1,65,1600.0,1270.0,233.0
798,Apartamento,Engenho Novo,2,1,0,69,1250.0,600.0,0.0
799,Apartamento,Camorim,2,1,0,48,1000.0,340.0,90.0
802,Apartamento,Barra da Tijuca,2,1,1,87,2300.0,1482.0,251.0
803,Apartamento,Recreio dos Bandeirantes,2,1,1,70,1500.0,800.0,130.0
804,Apartamento,Barra da Tijuca,3,1,1,75,1900.0,750.0,60.0
805,Apartamento,Barra da Tijuca,2,1,1,80,3500.0,1100.0,140.0
807,Apartamento,Copacabana,3,0,2,130,4000.0,950.0,200.0
812,Apartamento,Cascadura,3,0,0,58,990.0,100.0,0.0
814,Apartamento,Humaitá,2,1,0,72,2900.0,815.0,96.0
815,Apartamento,Jacarepaguá,2,1,2,68,1700.0,739.0,0.0
816,Apartamento,São Conrado,4,2,1,230,5150.0,2225.0,350.0
817,Apartamento,Pechincha,2,1,1,61,1000.0,489.0,0.0
821,Apartamento,Copacabana,3,1,0,290,8000.0,2032.0,7000.0
824,Apartamento,Tijuca,2,1,0,72,1500.0,734.0,0.0
826,Apartamento,Praia da Bandeira,2,1,0,90,1400.0,480.0,85.0
829,Apartamento,Tijuca,3,0,0,86,1500.0,690.0,83.0
830,Apartamento,Ipanema,3,2,1,200,9500.0,3600.0,1500.0
831,Apartamento,Grajaú,2,0,0,53,1200.0,270.0,17.0
841,Apartamento,Copacabana,2,0,1,120,3800.0,1413.0,314.0
844,Apartamento,Ipanema,3,2,1,108,6000.0,2100.0,466.0
847,Apartamento,Ipanema,3,2,1,220,9000.0,3600.0,1400.0
850,Apartamento,Ipanema,1,0,1,46,1800.0,936.0,86.0
851,Apartamento,Saúde,2,0,0,65,1300.0,468.0,30.0
852,Apartamento,Ipanema,1,0,1,48,2100.0,540.0,81.0
854,Apartamento,Flamengo,2,1,1,90,3000.0,1200.0,120.0
855,Apartamento,Itanhangá,2,0,0,56,1200.0,781.0,26.0
858,Apartamento,Copacabana,2,0,1,45,1600.0,620.0,0.0
860,Apartamento,Barra da Tijuca,3,2,1,201,9500.0,2300.0,13500.0
863,Apartamento,Centro,1,0,1,38,1150.0,400.0,25.0
864,Apartamento,Leme,3,1,0,200,8000.0,2300.0,510.0
868,Apartamento,Barra da Tijuca,3,2,3,89,4500.0,1200.0,211.0
871,Apartamento,Ipanema,2,2,1,130,8000.0,2000.0,660.0
872,Apartamento,Barra da Tijuca,2,1,1,69,2500.0,940.0,800.0
873,Apartamento,Ipanema,4,2,1,200,9500.0,3600.0,1500.0
876,Apartamento,Recreio dos Bandeirantes,1,1,1,45,1500.0,1200.0,440.0
877,Apartamento,Botafogo,1,1,0,65,2200.0,679.0,27.0
879,Apartamento,Méier,3,0,0,60,1300.0,450.0,0.0
880,Apartamento,Barra da Tijuca,2,2,1,75,1400.0,800.0,100.0
881,Apartamento,Leblon,3,1,2,155,7200.0,1515.0,538.0
882,Apartamento,Tijuca,2,1,1,70,1600.0,740.0,0.0
883,Apartamento,Leblon,2,2,1,65,5000.0,1950.0,300.0
886,Apartamento,Tijuca,3,2,1,150,2000.0,1700.0,210.0
889,Apartamento,Lagoa,3,2,3,125,4800.0,1600.0,460.0
890,Apartamento,Leblon,2,0,1,71,6700.0,2070.0,0.0
891,Apartamento,Anil,2,1,0,46,1100.0,430.0,12.0
894,Apartamento,Freguesia (Jacarepaguá),2,1,1,70,1300.0,720.0,85.0
895,Apartamento,Copacabana,1,0,1,39,1800.0,600.0,0.0
896,Apartamento,Santa Teresa,1,0,0,21,800.0,312.0,15.0
897,Apartamento,Vila Isabel,3,1,0,95,1250.0,650.0,60.0
899,Apartamento,Copacabana,1,0,0,36,2200.0,590.0,0.0
900,Apartamento,Barra da Tijuca,2,1,1,67,2000.0,1300.0,119.0
901,Apartamento,Copacabana,3,2,1,190,7000.0,2000.0,639.0
902,Apartamento,Andaraí,3,0,0,64,1300.0,310.0,20.0
905,Apartamento,Ipanema,3,0,0,90,3500.0,998.0,95.0
907,Apartamento,Copacabana,3,1,0,90,3800.0,900.0,230.0
910,Apartamento,Recreio dos Bandeirantes,3,1,1,82,2000.0,989.0,1313.0
913,Apartamento,Curicica,2,1,1,58,1350.0,590.0,560.0
918,Apartamento,São Conrado,4,3,1,260,8500.0,3650.0,1170.0
921,Apartamento,Camorim,2,1,1,51,1200.0,550.0,650.0
922,Apartamento,Lagoa,3,2,1,162,5500.0,1500.0,627.0
923,Apartamento,Tijuca,2,1,1,85,1600.0,960.0,90.0
924,Apartamento,Ipanema,1,0,0,50,2100.0,630.0,0.0
925,Apartamento,Cachambi,2,1,0,55,1200.0,364.0,0.0
927,Apartamento,Méier,2,1,0,77,1000.0,925.0,0.0
928,Apartamento,Barra da Tijuca,1,1,1,69,1900.0,1007.0,159.0
935,Apartamento,Maracanã,2,1,1,85,2500.0,492.0,0.0
940,Apartamento,Tijuca,3,1,1,80,3000.0,967.0,184.0
941,Apartamento,Barra da Tijuca,2,1,1,70,1150.0,1260.0,160.0
942,Apartamento,Leblon,2,1,1,90,3500.0,1150.0,3300.0
947,Apartamento,Laranjeiras,2,1,0,63,2500.0,968.0,93.0
948,Apartamento,Laranjeiras,2,1,0,79,2300.0,780.0,118.0
949,Apartamento,Jardim Botânico,2,2,1,83,3500.0,1790.0,196.0
951,Apartamento,Vila Isabel,2,0,0,80,1700.0,450.0,60.0
953,Apartamento,Laranjeiras,4,2,1,270,5500.0,2750.0,420.0
955,Apartamento,São Conrado,3,2,1,157,6400.0,1792.0,460.0
957,Apartamento,Ipanema,3,1,2,108,5800.0,1735.0,368.0
958,Apartamento,Ipanema,3,2,1,166,7000.0,3400.0,0.0
959,Apartamento,Botafogo,1,0,0,53,1600.0,770.0,70.0
965,Apartamento,Lagoa,3,1,1,120,5500.0,1080.0,555.0
967,Apartamento,Barra da Tijuca,3,2,2,168,3500.0,2138.0,401.0
968,Apartamento,Tijuca,2,0,1,48,1700.0,700.0,0.0
969,Apartamento,Barra da Tijuca,2,1,1,60,2800.0,900.0,149.0
972,Apartamento,Laranjeiras,4,0,2,217,9000.0,1200.0,0.0
974,Apartamento,Ipanema,2,0,0,73,3000.0,700.0,190.0
978,Apartamento,Leblon,2,1,0,73,3800.0,1100.0,210.0
980,Apartamento,Copacabana,1,0,1,50,2500.0,516.0,25.0
982,Apartamento,Vila Isabel,2,2,1,91,2000.0,600.0,145.0
983,Apartamento,Campo Grande,2,1,0,50,1000.0,310.0,0.0
985,Apartamento,Barra da Tijuca,2,1,1,90,3000.0,1846.0,438.0
986,Apartamento,Centro,1,0,0,35,1000.0,300.0,0.0
987,Apartamento,Copacabana,2,0,0,79,3500.0,960.0,171.0
988,Apartamento,Copacabana,4,1,1,280,8500.0,1748.0,664.0
992,Apartamento,Camorim,3,1,1,75,2100.0,680.0,0.0
994,Apartamento,Flamengo,3,2,1,286,6500.0,2500.0,0.0
995,Apartamento,Recreio dos Bandeirantes,2,1,1,70,2200.0,750.0,0.0
996,Apartamento,Ipanema,3,1,1,160,4000.0,1250.0,2.0
997,Apartamento,Vila Isabel,3,1,2,79,2200.0,622.0,122.0
999,Apartamento,Tijuca,3,2,1,109,2500.0,742.0,105.0
1000,Apartamento,Jardim Botânico,3,2,2,141,5000.0,1963.0,514.0
1003,Apartamento,Campo Grande,1,1,0,46,650.0,250.0,0.0
1004,Apartamento,Copacabana,1,0,0,30,1300.0,400.0,25.0
1007,Apartamento,Jacarepaguá,3,1,1,78,2000.0,1200.0,110.0
1011,Apartamento,Catete,1,0,0,37,1300.0,360.0,24.0
1013,Apartamento,Recreio dos Bandeirantes,2,2,1,110,2300.0,648.0,156.0
1014,Apartamento,Botafogo,3,1,1,105,5800.0,1350.0,281.0
1017,Apartamento,Copacabana,3,0,1,160,5000.0,800.0,190.0
1019,Apartamento,Freguesia (Jacarepaguá),3,1,1,81,1800.0,750.0,110.0
1020,Apartamento,Copacabana,4,1,3,217,9000.0,2754.0,650.0
1022,Apartamento,Laranjeiras,3,2,1,130,3200.0,1050.0,220.0
1023,Apartamento,Barra da Tijuca,4,3,2,270,7000.0,2600.0,650.0
1026,Apartamento,Copacabana,1,0,0,45,1600.0,420.0,72.0
1029,Apartamento,Barra da Tijuca,2,1,1,90,2200.0,1392.0,289.0
1033,Apartamento,Lagoa,2,2,2,100,3500.0,1020.0,380.0
1034,Apartamento,Barra da Tijuca,3,2,3,102,2700.0,1523.0,2944.0
1036,Apartamento,Copacabana,1,0,0,40,2000.0,617.0,24.0
1039,Apartamento,Barra da Tijuca,3,2,1,126,5000.0,1200.0,0.0
1040,Apartamento,Leblon,2,1,0,80,5000.0,1700.0,180.0
1041,Apartamento,Recreio dos Bandeirantes,2,2,1,84,1600.0,510.0,185.0
1044,Apartamento,Laranjeiras,3,2,1,147,4900.0,1320.0,226.0
1046,Apartamento,Ipanema,3,1,1,150,6000.0,2200.0,500.0
1047,Apartamento,Jacarepaguá,2,1,1,80,1900.0,1300.0,100.0
1050,Apartamento,Ipanema,3,2,1,190,4500.0,2600.0,514.0
1051,Apartamento,Leblon,2,1,0,82,3800.0,1060.0,0.0
1052,Apartamento,Barra da Tijuca,2,2,1,180,5000.0,1400.0,500.0
1054,Apartamento,Bonsucesso,2,0,0,61,1100.0,284.0,0.0
1055,Apartamento,Barra da Tijuca,3,2,1,120,4100.0,1750.0,414.0
1056,Apartamento,São Conrado,3,2,1,250,5500.0,750.0,500.0
1060,Apartamento,Ipanema,2,1,0,124,4500.0,1177.0,297.0
1061,Apartamento,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
1062,Apartamento,Botafogo,1,0,0,40,1800.0,350.0,0.0
1063,Apartamento,Laranjeiras,2,0,0,70,2200.0,500.0,74.0
1065,Apartamento,Barra da Tijuca,4,3,2,310,9500.0,2200.0,1750.0
1073,Apartamento,Ipanema,2,1,0,45,3000.0,500.0,30.0
1075,Apartamento,Flamengo,2,1,0,70,2600.0,900.0,120.0
1076,Apartamento,Recreio dos Bandeirantes,3,2,1,80,2000.0,750.0,370.0
1077,Apartamento,Recreio dos Bandeirantes,2,1,1,72,1500.0,650.0,131.0
1078,Apartamento,Ipanema,3,1,1,127,7000.0,1000.0,0.0
1079,Apartamento,Copacabana,3,1,1,100,8000.0,1050.0,340.0
1081,Apartamento,Ipanema,3,2,1,157,9000.0,2900.0,620.0
1083,Apartamento,Vila Isabel,1,1,1,50,1050.0,450.0,0.0
1086,Apartamento,Leblon,3,1,1,123,8000.0,1800.0,419.0
1087,Apartamento,Barra da Tijuca,2,1,1,90,3000.0,1860.0,450.0
1088,Apartamento,Recreio dos Bandeirantes,3,2,3,180,1700.0,1080.0,390.0
1089,Apartamento,Copacabana,2,2,1,98,4200.0,760.0,250.0
1090,Apartamento,Recreio dos Bandeirantes,2,2,1,83,1900.0,768.0,0.0
1091,Apartamento,Tijuca,2,1,1,80,1500.0,500.0,30.0
1094,Apartamento,Copacabana,2,0,1,122,4400.0,585.0,0.0
1095,Apartamento,Barra da Tijuca,1,1,0,80,5000.0,1100.0,200.0
1096,Apartamento,Leme,1,0,1,90,3500.0,550.0,0.0
1097,Apartamento,Lagoa,4,3,1,210,7200.0,2700.0,0.0
1098,Apartamento,Tijuca,3,1,2,100,2500.0,1300.0,283.0
1099,Apartamento,Tijuca,1,0,0,34,1400.0,251.0,24.0
1102,Apartamento,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0
1105,Apartamento,Ipanema,3,0,0,85,3450.0,654.0,143.0
1106,Apartamento,Ipanema,3,1,1,120,6500.0,1500.0,450.0
1107,Apartamento,Laranjeiras,1,1,0,57,1800.0,694.0,94.0
1108,Apartamento,Leblon,2,0,0,63,2200.0,900.0,175.0
1109,Apartamento,Engenho de Dentro,2,1,0,66,1000.0,410.0,0.0
1111,Apartamento,Fátima,1,0,0,50,1100.0,558.0,20.0
1112,Apartamento,Recreio dos Bandeirantes,3,2,1,120,2700.0,790.0,200.0
1113,Apartamento,Ipanema,2,1,0,78,3600.0,644.0,128.0
1114,Apartamento,Taquara,2,1,0,70,1000.0,500.0,0.0
1115,Apartamento,Higienópolis,1,0,0,55,750.0,120.0,0.0
1117,Apartamento,Botafogo,2,1,2,84,4230.0,1140.0,202.0
1118,Apartamento,Ipanema,2,1,0,100,4000.0,800.0,86.0
1120,Apartamento,Barra da Tijuca,4,2,1,127,4000.0,1615.0,3335.0
1121,Apartamento,Pechincha,2,1,1,50,950.0,550.0,17.0
1123,Apartamento,Inhoaíba,2,1,0,60,650.0,255.0,0.0
1124,Apartamento,Tijuca,2,1,1,97,2500.0,660.0,0.0
1125,Apartamento,Lagoa,3,3,1,220,6000.0,1700.0,600.0
1127,Apartamento,Botafogo,1,0,0,35,1000.0,293.0,86.0
1128,Apartamento,Santa Teresa,1,1,0,49,1150.0,570.0,28.0
1129,Apartamento,Barra da Tijuca,3,2,1,129,3800.0,1900.0,0.0
1130,Apartamento,Méier,3,1,0,100,1000.0,600.0,100.0
1132,Apartamento,Barra da Tijuca,3,2,1,110,2000.0,1768.0,277.0
1133,Apartamento,Barra da Tijuca,3,1,2,190,5500.0,2850.0,660.0
1137,Apartamento,Copacabana,1,0,0,40,1400.0,539.0,0.0
1139,Apartamento,Barra da Tijuca,3,2,1,300,4000.0,3800.0,8000.0
1140,Apartamento,Rocha,2,1,0,68,1000.0,1000.0,0.0
1141,Apartamento,Leblon,3,1,0,98,4000.0,1240.0,164.0
1143,Apartamento,Tijuca,3,0,0,80,1600.0,350.0,0.0
1144,Apartamento,Barra da Tijuca,3,1,2,100,3500.0,1300.0,276.0
1145,Apartamento,Barra da Tijuca,3,2,3,155,5900.0,1850.0,332.0
1147,Apartamento,Ipanema,3,2,1,80,5700.0,1323.0,365.0
1150,Apartamento,Freguesia (Jacarepaguá),2,1,0,59,700.0,475.0,0.0
1152,Apartamento,Leblon,3,1,1,124,8000.0,2055.0,462.0
1156,Apartamento,Vila Isabel,2,1,1,70,1500.0,695.0,71.0
1157,Apartamento,Barra da Tijuca,4,3,4,237,8500.0,3400.0,540.0
1159,Apartamento,Tijuca,2,1,1,84,2750.0,690.0,182.0
1160,Apartamento,Barra da Tijuca,3,3,1,175,3900.0,1300.0,550.0
1162,Apartamento,Andaraí,1,0,0,30,1550.0,403.0,92.0
1166,Apartamento,Tijuca,1,0,0,42,1500.0,150.0,226.0
1173,Apartamento,Tijuca,3,2,1,120,2800.0,1600.0,170.0
1175,Apartamento,Flamengo,3,1,1,137,8000.0,1945.0,0.0
1180,Apartamento,Tijuca,3,1,0,81,1750.0,597.0,94.0
1182,Apartamento,Barra da Tijuca,2,1,1,104,5500.0,2700.0,650.0
1183,Apartamento,Barra da Tijuca,3,2,1,120,5000.0,2600.0,500.0
1184,Apartamento,Rio Comprido,2,1,0,56,1000.0,312.0,33.0
1186,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1700.0,600.0,60.0
1187,Apartamento,Vila Isabel,2,0,0,82,1700.0,350.0,0.0
1189,Apartamento,Maracanã,2,0,0,54,2000.0,546.0,25.0
1190,Apartamento,Jardim Guanabara,3,2,1,98,3400.0,754.0,227.0
1191,Apartamento,Praça Seca,2,1,1,64,1100.0,440.0,0.0
1192,Apartamento,Jardim Botânico,3,1,1,113,4900.0,1501.0,329.0
1197,Apartamento,Tijuca,3,0,0,80,1600.0,660.0,98.0
1199,Apartamento,Ipanema,2,0,0,75,3000.0,1600.0,150.0
1201,Apartamento,Barra da Tijuca,4,3,2,170,4200.0,1700.0,300.0
1203,Apartamento,Freguesia (Jacarepaguá),2,2,1,145,2200.0,1036.0,2581.0
1204,Apartamento,Recreio dos Bandeirantes,2,1,1,110,1200.0,799.0,158.0
1207,Apartamento,Ipanema,3,1,1,170,8500.0,1650.0,440.0
1208,Apartamento,Jabour,3,0,0,67,780.0,165.0,0.0
1209,Apartamento,Barra da Tijuca,2,1,1,77,2200.0,1236.0,141.0
1211,Apartamento,Leblon,3,1,0,120,4500.0,2000.0,275.0
1212,Apartamento,São Conrado,3,2,1,128,5500.0,1903.0,3336.0
1213,Apartamento,Maracanã,2,0,0,67,1300.0,660.0,51.0
1216,Apartamento,Glória,1,0,0,42,1500.0,400.0,24.0
1219,Apartamento,Recreio dos Bandeirantes,3,2,2,148,2500.0,780.0,230.0
1220,Apartamento,Centro,2,0,0,75,1500.0,935.0,73.0
1223,Apartamento,Botafogo,2,1,0,90,2500.0,654.0,95.0
1225,Apartamento,Leblon,3,2,2,160,5800.0,1700.0,300.0
1227,Apartamento,Ipanema,3,1,1,100,6500.0,250.0,211.0
1229,Apartamento,Humaitá,2,0,1,101,3000.0,400.0,202.0
1230,Apartamento,São Conrado,2,1,1,115,3500.0,1094.0,242.0
1231,Apartamento,Humaitá,1,1,0,60,2100.0,750.0,127.0
1232,Apartamento,Leblon,4,1,2,220,7800.0,1980.0,0.0
1233,Apartamento,Leblon,1,0,0,90,7500.0,1400.0,0.0
1235,Apartamento,Vila da Penha,2,0,0,35,900.0,90.0,0.0
1237,Apartamento,Copacabana,2,2,1,250,9500.0,1437.0,640.0
1238,Apartamento,Barra da Tijuca,2,1,1,104,2000.0,1750.0,0.0
1239,Apartamento,Tijuca,3,1,1,82,1800.0,1100.0,112.0
1243,Apartamento,Barra da Tijuca,1,1,0,50,1900.0,1200.0,300.0
1244,Apartamento,Tijuca,2,0,0,67,1400.0,480.0,48.0
1245,Apartamento,Urca,3,2,1,168,7000.0,2172.0,460.0
1250,Apartamento,Recreio dos Bandeirantes,3,1,2,75,1500.0,1095.0,153.0
1251,Apartamento,Andaraí,2,1,1,80,1500.0,745.0,89.0
1253,Apartamento,Recreio dos Bandeirantes,3,0,3,186,4000.0,1120.0,472.0
1254,Apartamento,Barra da Tijuca,5,3,3,157,8500.0,2300.0,0.0
1257,Apartamento,Recreio dos Bandeirantes,2,2,1,83,1500.0,740.0,186.0
1258,Apartamento,Tijuca,3,0,3,110,2800.0,250.0,235.0
1259,Apartamento,Barra da Tijuca,4,3,1,180,7000.0,2400.0,667.0
1260,Apartamento,Barra da Tijuca,4,3,2,170,4700.0,1900.0,48.0
1261,Apartamento,Andaraí,2,0,0,60,1400.0,550.0,80.0
1262,Apartamento,Flamengo,1,0,0,36,1600.0,387.0,55.0
1264,Apartamento,Gávea,1,0,0,40,1950.0,492.0,0.0
1265,Apartamento,Recreio dos Bandeirantes,3,3,2,288,3000.0,1287.0,650.0
1268,Apartamento,Botafogo,1,1,0,59,2500.0,654.0,0.0
1269,Apartamento,Maracanã,2,1,1,85,1999.0,980.0,90.0
1272,Apartamento,Vila Valqueire,2,1,1,96,1200.0,315.0,0.0
1273,Apartamento,Barra da Tijuca,1,1,0,68,1650.0,900.0,180.0
1274,Apartamento,Barra da Tijuca,2,1,1,70,1800.0,875.0,0.0
1275,Apartamento,Recreio dos Bandeirantes,2,1,1,78,1800.0,900.0,180.0
1278,Apartamento,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0
1280,Apartamento,Tijuca,2,1,1,68,1550.0,600.0,0.0
1282,Apartamento,Copacabana,4,1,1,320,6000.0,2630.0,600.0
1286,Apartamento,Tijuca,3,2,1,85,2350.0,900.0,96.0
1288,Apartamento,Recreio dos Bandeirantes,2,2,2,85,2500.0,1068.0,124.0
1289,Apartamento,Ipanema,5,4,1,380,9000.0,4076.0,760.0
1291,Apartamento,Laranjeiras,3,1,1,110,3000.0,967.0,145.0
1292,Apartamento,Cascadura,2,1,0,70,1300.0,170.0,0.0
1295,Apartamento,Lagoa,3,3,1,250,8600.0,1900.0,580.0
1296,Apartamento,Copacabana,4,0,2,130,8500.0,790.0,100.0
1301,Apartamento,Freguesia (Jacarepaguá),2,1,0,60,1000.0,420.0,13.0
1302,Apartamento,Tijuca,3,1,1,126,1800.0,1109.0,162.0
1303,Apartamento,Flamengo,1,0,0,50,1800.0,525.0,45.0
1305,Apartamento,Ipanema,1,0,1,33,1800.0,565.0,0.0
1306,Apartamento,Jardim Oceânico,3,2,1,160,4000.0,1400.0,487.0
1308,Apartamento,Barra da Tijuca,2,1,0,62,1100.0,680.0,99.0
1311,Apartamento,Flamengo,3,1,0,110,3000.0,699.0,190.0
1312,Apartamento,Recreio dos Bandeirantes,2,1,1,70,1790.0,780.0,0.0
1313,Apartamento,Barra da Tijuca,4,3,2,219,5300.0,2084.0,5700.0
1314,Apartamento,Copacabana,1,0,0,30,1200.0,500.0,200.0
1315,Apartamento,Barra da Tijuca,1,1,1,85,2300.0,1009.0,0.0
1318,Apartamento,Recreio dos Bandeirantes,3,1,1,82,2200.0,740.0,138.0
1327,Apartamento,Flamengo,3,0,1,178,4500.0,1500.0,220.0
1328,Apartamento,Recreio dos Bandeirantes,3,2,1,78,1650.0,500.0,0.0
1329,Apartamento,Taquara,2,1,0,75,700.0,622.0,0.0
1330,Apartamento,Leme,2,0,1,63,2400.0,927.0,0.0
1331,Apartamento,Barra da Tijuca,4,3,1,245,7000.0,2600.0,710.0
1333,Apartamento,Ipanema,2,1,0,95,6500.0,2179.0,473.0
1336,Apartamento,Ipanema,3,1,1,140,8000.0,1550.0,438.0
1337,Apartamento,Copacabana,1,0,0,30,2000.0,420.0,80.0
1338,Apartamento,Vargem Pequena,2,1,0,45,1200.0,320.0,27.0
1339,Apartamento,Campo Grande,2,1,0,60,900.0,200.0,0.0
1343,Apartamento,Barra da Tijuca,2,1,1,60,2800.0,900.0,1390.0
1344,Apartamento,Barra da Tijuca,2,1,1,86,2200.0,1050.0,0.0
1347,Apartamento,Méier,3,0,0,60,1000.0,120.0,15.0
1348,Apartamento,Barra da Tijuca,2,1,1,86,2900.0,1307.0,215.0
1349,Apartamento,Botafogo,2,1,0,65,1900.0,600.0,102.0
1350,Apartamento,Barra da Tijuca,3,2,1,170,3300.0,14784.0,557.0
1355,Apartamento,Recreio dos Bandeirantes,3,2,1,145,2500.0,676.0,0.0
1357,Apartamento,Copacabana,1,0,0,35,1100.0,400.0,55.0
1362,Apartamento,Copacabana,3,0,0,160,6000.0,2000.0,220.0
1363,Apartamento,Ipanema,4,2,1,191,9500.0,3687.0,1503.0
1365,Apartamento,Tijuca,1,0,0,40,1100.0,350.0,50.0
1366,Apartamento,Barra da Tijuca,3,2,1,78,6800.0,1700.0,350.0
1368,Apartamento,Ipanema,1,0,0,58,2500.0,477.0,144.0
1370,Apartamento,Copacabana,1,0,0,32,1400.0,580.0,60.0
1371,Apartamento,Humaitá,2,1,1,90,3400.0,742.0,131.0
1373,Apartamento,Leblon,3,1,1,150,5000.0,900.0,0.0
1374,Apartamento,Barra da Tijuca,3,2,3,200,4900.0,2500.0,600.0
1380,Apartamento,Barra da Tijuca,3,2,1,230,3000.0,4200.0,700.0
1381,Apartamento,Barra da Tijuca,4,3,4,291,9500.0,4700.0,9000.0
1387,Apartamento,Barra da Tijuca,3,2,1,170,5500.0,2060.0,510.0
1388,Apartamento,Barra da Tijuca,4,3,4,200,6700.0,1930.0,428.0
1389,Apartamento,Lagoa,3,1,1,106,4500.0,1148.0,350.0
1399,Apartamento,Barra da Tijuca,4,3,4,192,8000.0,2100.0,3200.0
1400,Apartamento,Tijuca,3,2,1,102,2600.0,798.0,89.0
1401,Apartamento,Barra da Tijuca,3,1,1,90,2850.0,850.0,130.0
1404,Apartamento,Barra da Tijuca,1,1,1,52,5000.0,2660.0,380.0
1405,Apartamento,Ipanema,2,1,0,120,9500.0,2050.0,0.0
1406,Apartamento,Copacabana,3,1,0,139,4000.0,1900.0,327.0
1408,Apartamento,Centro,3,1,0,95,2000.0,867.0,72.0
1409,Apartamento,Pechincha,2,1,0,49,790.0,410.0,0.0
1410,Apartamento,Vila Isabel,1,1,0,52,1200.0,468.0,26.0
1411,Apartamento,Humaitá,3,1,0,106,4500.0,1750.0,383.0
1415,Apartamento,Leblon,3,1,0,105,5000.0,1600.0,231.0
1416,Apartamento,Glória,1,0,0,34,1100.0,275.0,14.0
1419,Apartamento,Higienópolis,1,0,1,45,800.0,120.0,31.0
1420,Apartamento,Copacabana,1,0,1,90,3400.0,1000.0,0.0
1421,Apartamento,Copacabana,1,0,0,30,1700.0,600.0,24.0
1424,Apartamento,Recreio dos Bandeirantes,2,1,1,72,2790.0,650.0,129.0
1426,Apartamento,Flamengo,1,0,0,42,1500.0,517.0,21.0
1427,Apartamento,Tijuca,3,1,0,125,2500.0,1100.0,200.0
